Cus_ID,Ticker,Date,Time,Title,Content,Sentiment,NB_score
scb_2767,0154.HK,-----,-----,-----,-----,-----,-----
scb_2767,3155.HK,-----,-----,-----,-----,-----,-----
scb_2767,1212.HK,2018/09/06,09:13,"利福國際(01212.HK)回購280萬股 涉近4,200萬元","利福國際(01212.HK) 沽空 $1.54百萬; 比率 2.287%   公布，昨日(5日)透過聯交所回購279.8萬股，每股價格介乎14.86元至15.38元，涉資4,197.14萬元。今年以來公司共回購5,512.6萬股，佔已發行股本的3.44%。",0.19249391927965845,positive
scb_2767,1212.HK,2018/08/13,15:59,利福國際(01212.HK)料本港下半年零售銷售增速不如上半年快,利福國際(01212.HK) 沽空 $44.92萬; 比率 4.678%   主席劉鑾鴻在記者會上表示，目前人民幣貶值對香港零售市道影響輕微，看到增長勢頭仍在，但預計下半年本港零售銷售的增幅不如上半年快，料為高單位數至低雙位數增長，主要是由於去年下半年的高基數效應所致。公司上半年盈利按年減少48.7%，主要是受到期內投資收入大幅下跌所拖累。他指出，投資組合中，主要包含股票、債券及投資基金等，預計下半年投資市場會較上半年動盪，因此近月已有將投資組合規模適量減少，但強調沒有可能將規模減至零。劉鑾鴻續指，將投資組合中的現金回流後放在公司，都沒有特別用途，因此計劃將部分資金用於回購，對股東亦有得益。他強調，一直不擔心公司的負債比率，因為目前未動用的現金達40億至50億，隨時可變現的資產達100億元。早前利福國際宣布收購利福中國(02136.HK)  +0.290 (+9.265%)    沽空 $8.99萬; 比率 0.777%   日式餐廳「和三味」。劉氏解釋，「和三味」本屬於集團的內地業務，但由於現時內地餐廳業務競爭大，因此只剩下香港區的一家分店，將其撥歸至利福國際旗下會更合適。,0.64011954775187,negative
scb_2767,1212.HK,2018/08/13,12:19,《公司業績》利福國際(01212.HK)半年純利8.83億元跌48.7%  派中期息29.5仙,"利福國際(01212.HK) 沽空 $44.92萬; 比率 4.678%   公布截至今年6月底止中期業績，持續經營業務營業額21.13億元，按年升26.2%。純利8.83億元，按年跌48.7%；每股盈利0.551元。派中期息29.5仙，按年升2.1%。公司指，在消費性開支增長動力強勁及入境旅遊業復蘇的帶動下，銅鑼灣崇光於回顧期內的銷售收入錄得20.1%的升幅。透過在門店翻新計劃完成後提供更完善的購物體驗，整體客流量增加7.1%，逗留購買比率由去年同期上升2.3個百分點至34.7%，而平均每宗交易額(不包括崇光超市超級市場的交易額)則由去年的1,344元增加至1,482元。於5月舉行之半年一度的崇光「感謝周」再次廣受顧客歡迎，並錄得破記錄的銷售收入，由去年5月同期舉行的「感謝周」之10.92億元，上升19.7%至13.07億元。尖沙咀崇光於期內銷售收入增加42.8%。化妝品及護膚產品繼續為尖沙咀店的主要增長動力，銷售額於回顧期內增加55.4%。受惠於入境旅遊業及本地需求回勇，尖沙咀崇光延續強勁增長勢頭，平均每宗交易額及客流量均較去年同期有所增加。與銅鑼灣店情況相若，尖沙咀崇光的5月「感謝周」活動廣受歡迎，取得破記錄的銷售收入4.29億元，較去年同一活動上升41.9%。",0.6542441987340549,positive
scb_2767,1398.HK,2018/10/12,12:14,《半日總結》恆指回升297點 騰訊、舜宇及內房股抽高,"美股昨晚(11日)繼續下挫，三大指數跌1.3%-2.1%，其中道指收跌545點或2.1%。恆指昨日挫近千點後，今早高開後，中午前升幅曾收窄至僅升20點，其後中午後再升最多326點一度高見25,592。恆指半日彈297點或1.2%，近高收報25,563；國指半日升140點或1.4%，近高收報10,233。大市成交586.25億元。截止中午12點，港股通(滬)交易淨流入5.05億元人民幣，港股通(深)交易淨流入6,950萬元人民幣。騰訊(00700.HK) 沽空 $5.14億; 比率 6.783%   領漲大市，股價彈5%，造280.6元。舜宇光學(02382.HK)  +6.250 (+8.766%)    沽空 $1.25億; 比率 18.517%   9月手機鏡頭出貨量按年升61%，股價回升7.7%，為表現最好藍籌。友邦(01299.HK)  +1.650 (+2.727%)    沽空 $2.35億; 比率 19.184%   、港交所(00388.HK)  +3.500 (+1.779%)    沽空 $6.78千萬; 比率 11.391%   各彈2.2%及2%。匯控(00005.HK)  -0.150 (-0.227%)    沽空 $5.25億; 比率 38.820%   、中移動(00941.HK)  -0.750 (-0.955%)    沽空 $3.37億; 比率 41.175%   分別跌0.2%及1.1%。藍籌濠賭股銀娛(00027.HK)  +1.900 (+4.439%)    沽空 $1.12億; 比率 27.122%   及金沙中國(01928.HK)  +1.100 (+3.318%)    沽空 $3.78千萬; 比率 20.606%   分別回升3.9及1.5%。內需及部份汽車股表現向好比亞迪(01211.HK)  +2.550 (+5.368%)    沽空 $4.25千萬; 比率 30.812%   、吉利(00175.HK)  +1.040 (+8.062%)    沽空 $7.44千萬; 比率 13.722%   、旺旺(00151.HK)  +0.120 (+2.166%)    沽空 $1.27千萬; 比率 27.254%   及申洲(02313.HK)  +2.650 (+3.155%)    沽空 $1.46千萬; 比率 11.707%   各升5.3%、5.1%、2.5%及2.4%。華晨中國(01114.HK)  -2.670 (-24.814%)    沽空 $2.03億; 比率 18.340%   290億人幣售合營25%股權，考慮派特別息，惟該股復牌挫24.5%，半日報8.12元。中資金融股回穩，中國平安(02318.HK)  +1.550 (+2.150%)    沽空 $1.56億; 比率 10.166%   、國壽(02628.HK)  +0.360 (+2.161%)    沽空 $3.60千萬; 比率 17.746%   、建行(00939.HK)  +0.110 (+1.806%)    沽空 $2.61億; 比率 26.949%   、中行(03988.HK)  +0.030 (+0.917%)    沽空 $1.15億; 比率 25.469%   、工行(01398.HK)  +0.110 (+2.132%)    沽空 $1.42億; 比率 24.851%   升1.1%-1.9%。財險(02328.HK)  +0.380 (+4.424%)    沽空 $3.24千萬; 比率 28.631%   、新華保險(01336.HK)  +1.500 (+4.261%)    沽空 $1.22千萬; 比率 10.799%   均升逾4%。內房股見反彈，碧桂園(02007.HK)  +0.490 (+6.140%)    沽空 $5.84千萬; 比率 17.418%   、華潤置地(01109.HK)  +1.250 (+5.165%)    沽空 $2.86千萬; 比率 40.144%   各彈5.4%及4.5%；萬科(02202.HK)  +1.400 (+6.437%)    沽空 $2.73千萬; 比率 18.868%   彈6.4%，為表現最好國指成份股。恆大(03333.HK)  +1.050 (+5.440%)    沽空 $2.51千萬; 比率 13.846%   、融創中國(01918.HK)  +1.320 (+6.607%)    沽空 $3.90千萬; 比率 10.240%   分別升3.5%及4.9%。紐約期油跌3%創近三周低，中海油(00883.HK)  +0.040 (+0.280%)    沽空 $1.12億; 比率 21.067%   、中石油(00857.HK)  -0.080 (-1.336%)    沽空 $1.05億; 比率 25.730%   分別跌1%及2%。期金升2.9%見逾兩個月高，帶動金礦股造好，紫金(02899.HK)  +0.120 (+4.364%)    沽空 $65.08萬; 比率 0.819%   及招金(01818.HK)  +0.220 (+3.503%)    沽空 $9.23百萬; 比率 14.620%   分別升5%及2.9%。興業太陽能(00750.HK)  -0.350 (-14.000%)   先舊後新折讓12%配股淨籌3,780萬元，該股復牌挫14%。安踏體育(02020.HK)  +1.450 (+4.778%)    沽空 $2.37千萬; 比率 13.806%   已就全購Amer Sports展開磋商，股價升3.6%。兆邦基地產(01660.HK)  -0.720 (-6.372%)    沽空 $1.46百萬; 比率 3.437%   逆市挫兩成，證監會指兆邦基地產股權高度集中。今日有兩隻新股首掛，其中恆益控股(01894.HK)半日報0.82元，較招股價0.85元低3.5%。高奧士國際(08042.HK)半日報0.218元，較招股價0.3元低27%。",0.15755812388482468,positive
scb_2767,1398.HK,2018/10/12,12:05,《半日速報》恆指升297點 騰訊升逾5%,"恆指半日收25,563點，升297點或1.2%。國指升140點或1.4%，報10,233點。活躍重磅股表現:騰訊 (00700.HK) 沽空 $5.14億; 比率 6.783%    收280.6元，上升5.1%；友邦 (01299.HK)  +1.650 (+2.727%)    沽空 $2.35億; 比率 19.184%    收61.85元，上升2.2%；港交所 (00388.HK)  +3.500 (+1.779%)    沽空 $6.78千萬; 比率 11.391%    收200.6元，上升2%；工行 (01398.HK)  +0.110 (+2.132%)    沽空 $1.42億; 比率 24.851%    收5.26元，上升1.9%；平安 (02318.HK)  +1.550 (+2.150%)    沽空 $1.56億; 比率 10.166%    收73.4元，上升1.8%；建行 (00939.HK)  +0.110 (+1.806%)    沽空 $2.61億; 比率 26.949%    收6.16元，上升1.1%；匯控 (00005.HK)  -0.150 (-0.227%)    沽空 $5.25億; 比率 38.820%    收65.9元，下跌0.2%；異動成份股:舜宇 (02382.HK)  +6.250 (+8.766%)    沽空 $1.25億; 比率 18.517%    收76.8元，上升7.7%；萬科 (02202.HK)  +1.400 (+6.437%)    沽空 $2.73千萬; 比率 18.868%    收23.15元，上升6.4%；碧桂園 (02007.HK)  +0.490 (+6.140%)    沽空 $5.84千萬; 比率 17.418%    收8.41元，上升5.4%；比亞迪 (01211.HK)  +2.550 (+5.368%)    沽空 $4.25千萬; 比率 30.812%    收50元，上升5.3%；吉利 (00175.HK)  +1.040 (+8.062%)    沽空 $7.44千萬; 比率 13.722%    收13.56元，上升5.1%；華潤置地 (01109.HK)  +1.250 (+5.165%)    沽空 $2.86千萬; 比率 40.144%    收25.3元，上升4.5%；中國華融 (02799.HK)  +0.060 (+4.412%)    沽空 $5.33百萬; 比率 17.240%    收1.42元，上升4.4%；財險 (02328.HK)  +0.380 (+4.424%)    沽空 $3.24千萬; 比率 28.631%    收8.95元，上升4.2%；新華保險 (01336.HK)  +1.500 (+4.261%)    沽空 $1.22千萬; 比率 10.799%    收36.65元，上升4.1%；海螺水泥 (00914.HK)  +1.750 (+4.108%)    沽空 $7.28千萬; 比率 34.177%    收44.3元，上升4%；銀娛 (00027.HK)  +1.900 (+4.439%)    沽空 $1.12億; 比率 27.122%    收44.45元，上升3.9%；眾安 (06060.HK)  +1.000 (+3.802%)    沽空 $4.20百萬; 比率 9.357%    收27.2元，上升3.4%；",0.15018464497748035,positive
scb_2767,1398.HK,2018/10/12,09:29,《港股開市》恆指高開135點 騰訊舜宇彈 華晨挫逾17%,"美股昨晚(11日)繼續下挫，三大指數跌1.3%-2.1%，其中道指收跌545點或2.1%。恆指昨日挫近千點後，今早高開135點或0.5%，報25,401；國指高開94點或0.9%，報10,186。騰訊(00700.HK) 沽空 $5.14億; 比率 6.783%   開市彈3.7%，報277元。舜宇光學(02382.HK)  +6.300 (+8.836%)    沽空 $1.25億; 比率 18.517%   9月手機鏡頭出貨量按年升61%，股價回升3.9%，暫為表現最好藍籌。友邦(01299.HK)  +1.600 (+2.645%)    沽空 $2.35億; 比率 19.184%   高開0.9%。匯控(00005.HK)  -0.150 (-0.227%)    沽空 $5.25億; 比率 38.820%   、恆生(00011.HK)  +0.600 (+0.293%)    沽空 $8.08千萬; 比率 41.764%   各低開0.8%、0.6%。中移動(00941.HK)  -0.700 (-0.892%)    沽空 $3.37億; 比率 41.175%   再吐1.5%，報77.3元，暫為表現最差藍籌。部份本地地產股偏軟，領展(00823.HK)  +0.400 (+0.559%)    沽空 $3.72千萬; 比率 12.602%   及新地(00016.HK)  -0.800 (-0.759%)    沽空 $4.54千萬; 比率 19.514%   各低開1%及0.7%。中電(00002.HK)  -0.350 (-0.398%)    沽空 $2.29千萬; 比率 27.236%   低開0.7%。濠賭股銀娛(00027.HK)  +1.900 (+4.439%)    沽空 $1.12億; 比率 27.122%   則彈1.5%。中資金融股回穩，交行(03328.HK)  +0.030 (+0.543%)    沽空 $1.86千萬; 比率 27.869%   、中行(03988.HK)  +0.040 (+1.223%)    沽空 $1.15億; 比率 25.469%   、工行(01398.HK)  +0.110 (+2.132%)    沽空 $1.42億; 比率 24.851%   輕微高開。財險(02328.HK)  +0.390 (+4.540%)    沽空 $3.24千萬; 比率 28.631%   高開2.4%。內房碧桂園(02007.HK)  +0.480 (+6.015%)    沽空 $5.84千萬; 比率 17.418%   、華潤置地(01109.HK)  +1.250 (+5.165%)    沽空 $2.86千萬; 比率 40.144%   各高開1.9%。華晨中國(01114.HK)  -2.680 (-24.907%)    沽空 $2.03億; 比率 18.340%   290億人幣售合營25%股權，考慮派特別息，復牌股價挫17.5%，報8.88元。興業太陽能(00750.HK)  -0.350 (-14.000%)   先舊後新折讓12%配股淨籌3,780萬元，該股復牌挫12%。安踏體育(02020.HK)  +1.450 (+4.778%)    沽空 $2.37千萬; 比率 13.806%   已就全購Amer Sports展開磋商，股價升4.6%。",0.2564516207244084,positive
scb_2767,1398.HK,2018/10/11,16:25,《港股總結》恆指挫926點 近十七個月低 騰訊及科技股受壓,"港股跟隨環球股市下挫，昨晚(10日)美股道指、標準普爾500指數及納斯達克指數收跌3.2%、3.3%及4.1%。亞太地區隨外圍下滑，恆指今早裂口低開800點後跌勢加劇，午後最多瀉1,067點曾低見25,125點，創近十七個月新低。恆指全日挫926點或3.5%，收25,266；國指曾穿一萬點關，全日下滑350點或3.4%收10,092。大市成交大增至1,397.44億元，為近四個月來最多。滬港通及深港通全日淨流入金額分別為11.31億及8,330萬人民幣。藍籌股全線下跌。科技股捱沽，騰訊(00700.HK) 沽空 $5.14億; 比率 6.783%   股價曾低見265元，創近十五個月低，全日挫6.8%，收報267元。舜宇(02382.HK)  +6.500 (+9.116%)    沽空 $1.25億; 比率 18.517%   、瑞聲(02018.HK)  +0.800 (+1.144%)    沽空 $7.25千萬; 比率 18.961%   股價均挫6.2%及7.3%，後者為跌幅最。重磅友邦(01299.HK)  +1.700 (+2.810%)    沽空 $2.35億; 比率 19.184%   、匯控(00005.HK)  -0.100 (-0.151%)    沽空 $5.25億; 比率 38.820%   各跌4.3%、1.9%。港交所(00388.HK)  +3.700 (+1.881%)    沽空 $6.78千萬; 比率 11.391%   跌穿200元大關，收市挫5.8%，報196.7元。中移動(00941.HK)  -0.650 (-0.828%)    沽空 $3.37億; 比率 41.175%   吐2.8%。中資金融股全線向下，中行(03988.HK)  +0.040 (+1.223%)    沽空 $1.15億; 比率 25.469%   、工行(01398.HK)  +0.100 (+1.938%)    沽空 $1.42億; 比率 24.851%   、建行(00939.HK)  +0.100 (+1.642%)    沽空 $2.61億; 比率 26.949%   跌2.1%-3%。國壽(02628.HK)  +0.360 (+2.161%)    沽空 $3.60千萬; 比率 17.746%   及中國平安(02318.HK)  +1.500 (+2.080%)    沽空 $1.56億; 比率 10.166%   各跌2.8%及3.5%。中資券商股中國銀河(06881.HK)  +0.060 (+1.802%)    沽空 $1.22千萬; 比率 29.599%   、中信証券(06030.HK)  +0.140 (+1.165%)    沽空 $9.14百萬; 比率 11.823%   、海通證券(06837.HK)  +0.130 (+1.985%)    沽空 $1.18千萬; 比率 40.982%   更挫6.3%-7.2%。濠賭股亦捱沽，銀娛(00027.HK)  +1.950 (+4.556%)    沽空 $1.12億; 比率 27.122%   及金沙(01928.HK)  +1.000 (+3.017%)    沽空 $3.78千萬; 比率 20.606%   分別跌4.8%及4.1%。本地地產股九龍倉置業(01997.HK)  -0.400 (-0.815%)    沽空 $4.79百萬; 比率 15.316%   、恆隆地產(00101.HK)  +0.220 (+1.563%)    沽空 $6.88百萬; 比率 30.178%   、新世界(00017.HK)  +0.020 (+0.201%)    沽空 $6.29百萬; 比率 12.311%   各跌逾2.8%-5.4%。其他科網股亦弱，小米(01810.HK)  +0.240 (+1.896%)    沽空 $3.89千萬; 比率 15.028%   急挫8%。軟件股金蝶(00268.HK)  +0.140 (+2.056%)    沽空 $1.63千萬; 比率 12.982%   及金山軟件(03888.HK)  +0.280 (+2.318%)    沽空 $4.39百萬; 比率 7.067%   分別挫8.6%及7.1%。晶片股華虹半導體(01347.HK)  +1.120 (+8.563%)    沽空 $4.92百萬; 比率 9.075%   及中芯(00981.HK)  +0.160 (+2.312%)    沽空 $4.11千萬; 比率 26.494%   分別跌4.8%及7.6%。人匯跌勢加劇，內房股遭拋售，中國海外(00688.HK)  +0.450 (+1.991%)    沽空 $8.81千萬; 比率 37.496%   、華潤置地(01109.HK)  +1.250 (+5.165%)    沽空 $2.86千萬; 比率 40.144%   及碧桂園(02007.HK)  +0.490 (+6.140%)    沽空 $5.84千萬; 比率 17.418%   挫4.6%-7.1%。中海油(00883.HK)  +0.040 (+0.280%)    沽空 $1.12億; 比率 21.067%   、中石油(00857.HK)  -0.090 (-1.503%)    沽空 $1.05億; 比率 25.730%   分別吐3.8%及3.9%。油服股急挫，中海油服(02883.HK)  +0.160 (+2.100%)    沽空 $1.02千萬; 比率 38.209%   及安東油服(03337.HK)  +0.020 (+1.786%)    沽空 $3.78萬; 比率 0.096%   跌6.5%及瀉14.5%。寶馬增持與華晨中國(01114.HK)  -2.680 (-24.907%)    沽空 $2.03億; 比率 18.340%   的合資公司華晨寶馬，持股比例由50%增至75%，華晨中國今停牌。其他汽車股向下，吉利(00175.HK)  +1.080 (+8.372%)    沽空 $7.44千萬; 比率 13.722%   、長汽(02333.HK)  +0.150 (+3.226%)    沽空 $5.28千萬; 比率 31.857%   、廣汽(02238.HK)  0.000 (0.000%)    沽空 $9.89百萬; 比率 9.574%   、東風(00489.HK)  +0.040 (+0.525%)    沽空 $1.50千萬; 比率 19.494%   跌5.7%-6.5%。北汽(01958.HK)  +0.170 (+3.327%)    沽空 $7.67百萬; 比率 16.759%   更挫12.8%。",0.4066331183827067,negative
scb_2767,1398.HK,2018/10/11,16:11,《全日速報》恆指跌926點 騰訊跌逾6% 港交所跌逾5% 友邦跌逾4% 成交暢旺,"恆指全日收25,266點，跌926點或3.5%。國指跌350點或3.4%，報10,092點。大市成交額1,397.44億元。活躍重磅股表現:騰訊 (00700.HK) 沽空 $5.14億; 比率 6.783%    收267元，下跌6.8%；港交所 (00388.HK)  +3.700 (+1.881%)    沽空 $6.78千萬; 比率 11.391%    收196.7元，下跌5.8%；友邦 (01299.HK)  +1.750 (+2.893%)    沽空 $2.35億; 比率 19.184%    收60.5元，下跌4.3%；平安 (02318.HK)  +1.450 (+2.011%)    沽空 $1.56億; 比率 10.166%    收72.1元，下跌3.5%；建行 (00939.HK)  +0.100 (+1.642%)    沽空 $2.61億; 比率 26.949%    收6.09元，下跌3%；工行 (01398.HK)  +0.120 (+2.326%)    沽空 $1.42億; 比率 24.851%    收5.16元，下跌3%；匯控 (00005.HK)  -0.100 (-0.151%)    沽空 $5.25億; 比率 38.820%    收66.05元，下跌1.9%；異動成份股:瑞聲 (02018.HK)  +0.600 (+0.858%)    沽空 $7.25千萬; 比率 18.961%    收69.95元，下跌7.3%；中國銀河 (06881.HK)  +0.060 (+1.802%)    沽空 $1.22千萬; 比率 29.599%    收3.33元，下跌7.2%；碧桂園 (02007.HK)  +0.500 (+6.266%)    沽空 $5.84千萬; 比率 17.418%    收7.98元，下跌7.1%；中鐵 (00390.HK)  +0.070 (+0.945%)    沽空 $1.18千萬; 比率 11.311%    收7.41元，下跌6.9%；中信証券 (06030.HK)  +0.120 (+0.998%)    沽空 $9.14百萬; 比率 11.823%    收12.02元，下跌6.8%；廣汽 (02238.HK)  +0.020 (+0.274%)    沽空 $9.89百萬; 比率 9.574%    收7.3元，下跌6.5%；長汽 (02333.HK)  +0.140 (+3.011%)    沽空 $5.28千萬; 比率 31.857%    收4.65元，下跌6.4%；海通證券 (06837.HK)  +0.140 (+2.137%)    沽空 $1.18千萬; 比率 40.982%    收6.55元，下跌6.3%；吉利 (00175.HK)  +1.100 (+8.527%)    沽空 $7.44千萬; 比率 13.722%    收12.9元，下跌6.3%；舜宇 (02382.HK)  +6.500 (+9.116%)    沽空 $1.25億; 比率 18.517%    收71.3元，下跌6.2%；東風 (00489.HK)  +0.050 (+0.656%)    沽空 $1.50千萬; 比率 19.494%    收7.62元，下跌5.7%；廣發証券 (01776.HK)  +0.100 (+1.116%)    沽空 $3.67百萬; 比率 16.658%    收8.96元，下跌5.6%；中生製藥 (01177.HK)  +0.330 (+5.331%)    沽空 $4.83百萬; 比率 2.348%    收6.19元，下跌5.5%；九龍倉置業 (01997.HK)  -0.400 (-0.815%)    沽空 $4.79百萬; 比率 15.316%    收49.1元，下跌5.4%；萬科 (02202.HK)  +1.400 (+6.437%)    沽空 $2.73千萬; 比率 18.868%    收21.75元，下跌5.2%；HTSC (06886.HK)  +0.260 (+2.453%)    沽空 $7.25百萬; 比率 27.037%    收10.6元，下跌5.2%；人保 (01339.HK)  +0.110 (+3.245%)    沽空 $1.46百萬; 比率 2.134%    收3.39元，下跌5%；恆隆地產 (00101.HK)  +0.220 (+1.563%)    沽空 $6.88百萬; 比率 30.178%    收14.08元，下跌5%；中交 (01800.HK)  +0.150 (+1.943%)    沽空 $98.35萬; 比率 1.255%    收7.72元，下跌4.9%；華潤置地 (01109.HK)  +1.300 (+5.372%)    沽空 $2.86千萬; 比率 40.144%    收24.2元，下跌4.9%；比亞迪 (01211.HK)  +2.650 (+5.579%)    沽空 $4.25千萬; 比率 30.812%    收47.5元，下跌4.9%；銀娛 (00027.HK)  +1.950 (+4.556%)    沽空 $1.12億; 比率 27.122%    收42.8元，下跌4.8%；中國海外 (00688.HK)  +0.450 (+1.991%)    沽空 $8.81千萬; 比率 37.496%    收22.6元，下跌4.6%；中車 (01766.HK)  +0.100 (+1.468%)    沽空 $8.39百萬; 比率 10.485%    收6.81元，下跌4.4%；金沙 (01928.HK)  +1.000 (+3.017%)    沽空 $3.78千萬; 比率 20.606%    收33.15元，下跌4.1%；招行 (03968.HK)  +0.800 (+2.797%)    沽空 $2.58千萬; 比率 12.685%    收28.6元，下跌4%；海螺水泥 (00914.HK)  +1.800 (+4.225%)    沽空 $7.28千萬; 比率 34.177%    收42.6元，下跌3.9%；信和 (00083.HK)  +0.080 (+0.656%)    沽空 $8.30百萬; 比率 40.872%    收12.2元，下跌3.9%；中石油 (00857.HK)  -0.090 (-1.503%)    沽空 $1.05億; 比率 25.730%    收5.99元，下跌3.9%；中海油 (00883.HK)  +0.040 (+0.280%)    沽空 $1.12億; 比率 21.067%    收14.28元，下跌3.8%；中國信達 (01359.HK)  +0.050 (+2.732%)    沽空 $4.93百萬; 比率 15.825%    收1.83元，下跌3.7%；石藥 (01093.HK)  +0.480 (+3.183%)    沽空 $5.60百萬; 比率 2.968%    收15.08元，下跌3.6%；農行 (01288.HK)  +0.030 (+0.850%)    沽空 $4.28千萬; 比率 12.499%    收3.53元，下跌3.6%；中國華融 (02799.HK)  +0.060 (+4.412%)    沽空 $5.33百萬; 比率 17.240%    收1.36元，下跌3.5%；中信股份 (00267.HK)  +0.040 (+0.348%)    沽空 $1.29千萬; 比率 26.796%    收11.5元，下跌3.5%；眾安 (06060.HK)  +0.950 (+3.612%)    沽空 $4.20百萬; 比率 9.357%    收26.3元，下跌3.5%；國航 (00753.HK)  +0.170 (+2.595%)    沽空 $1.62千萬; 比率 25.274%    收6.55元，下跌3.4%；新華保險 (01336.HK)  +1.500 (+4.261%)    沽空 $1.22千萬; 比率 10.799%    收35.2元，下跌3.3%；聯通 (00762.HK)  -0.010 (-0.114%)    沽空 $1.51千萬; 比率 11.172%    收8.81元，下跌3.3%；中廣核 (01816.HK)  0.000 (0.000%)    沽空 $1.09千萬; 比率 29.625%    收1.79元，下跌3.2%；民生銀行 (01988.HK)  +0.070 (+1.292%)    沽空 $1.06千萬; 比率 14.067%    收5.42元，下跌3.2%；交行 (03328.HK)  +0.020 (+0.362%)    沽空 $1.86千萬; 比率 27.869%    收5.52元，下跌3.2%；郵儲銀行 (01658.HK)  +0.050 (+1.068%)    沽空 $1.38千萬; 比率 30.031%    收4.68元，下跌3.1%；長實集團 (01113.HK)  +0.100 (+0.184%)    沽空 $2.02千萬; 比率 13.577%    收54.45元，下跌3%；",0.1809501006186644,negative
